0	-0.00666667	-0.0133333	-0.02	-0.0266667	-0.0333333	-0.04	-0.0466667	-0.0533333	-0.06	
0	-0.00666	-0.0133267	-0.0199933	-0.02666	-0.0333267	-0.0399933	-0.04666	-0.0533267	-0.059994	
0	-0.00665267	-0.01332	-0.0199867	-0.0266533	-0.03332	-0.0399867	-0.0466533	-0.0533195	-0.059988	
0	-0.00664456	-0.0133135	-0.01998	-0.0266467	-0.0333133	-0.03998	-0.046647	-0.0533109	-0.059982	
0	-0.00663549	-0.0133073	-0.0199733	-0.02664	-0.0333067	-0.0399731	-0.0466426	-0.0532984	-0.059976	
0	-0.00662523	-0.0133017	-0.0199664	-0.0266333	-0.0333001	-0.0399646	-0.0466456	-0.0532742	-0.05997	
0	-0.0066135	-0.0132974	-0.0199591	-0.0266267	-0.0332946	-0.039948	-0.0466756	-0.0532138	-0.059964	
0	-0.00659988	-0.0132952	-0.0199506	-0.02662	-0.0332951	-0.0398969	-0.0468016	-0.053038	-0.059958	
0	-0.0065838	-0.0132965	-0.0199398	-0.026611	-0.0333252	-0.0397087	-0.0472642	-0.0524878	-0.059952	
0	-0.00656445	-0.0133036	-0.0199248	-0.0265872	-0.033484	-0.0390034	-0.0489113	-0.0507176	-0.059946	
0	-0.00654061	-0.0133205	-0.0199058	-0.0264868	-0.0341699	-0.0364271	-0.05485	-0.0450666	-0.0599401	
0	-0.00651048	-0.0133526	-0.0199006	-0.0260414	-0.0369473	-0.027578	-0.0780538	-0.0283977	-0.0599341	
0	-0.00647141	-0.0134048	-0.0200162	-0.0241691	-0.0481839	-0.00275852	-0.195289	0.00619981	-0.0599281	
0	-0.00641982	-0.0134627	-0.02075	-0.0169387	-0.0983552	0.00789906	-1.3495	-0.0180007	-0.0599221	
0	-0.00635303	-0.0134056	-0.024204	0.00494187	-0.375208	-0.106822	-55.7795	0.415199	-0.0599161	
0	-0.00627962	-0.0126405	-0.0386935	-0.0207783	-4.02477	204.64	-93654.2	-236.099	-0.0599101	
0	-0.00626598	-0.00886729	-0.0642103	1.82858	-11272.5	4.01385e+007	-2.63089e+011	6.58918e+008	-0.0599042	
0	-0.00660747	-0.00172624	-1.81396	4.45573e+006	5.36254e+013	2.43715e+021	-2.07924e+024	-1.77422e+019	-0.0598982	
